id;Плейлист;Название видео;Лайки;Дизлайки;Просмотры;Комментарии;Продолжительность(с);Дата публикации
348;КИНОФАКТЫ;10 АКТЕРОВ, КОТОРЫЕ С ГОДАМИ НЕ МЕНЯЮТСЯ;15895;773;806303;768;721.0;2017-04-19T14:45:51Z
349;КИНОФАКТЫ;10 КУЛЬТОВЫХ РОК-МУЗЫКАНТОВ В КИНО;10687;508;351388;855;663.0;2017-04-17T16:15:29Z
350;КИНОФАКТЫ;10 ФИЛЬМОВ С ТУПЫМИ ПЕРЕВОДАМИ НАЗВАНИЙ;21999;1030;364747;943;603.0;2017-04-12T15:57:05Z
351;КИНОФАКТЫ;10 ФИЛЬМОВ, подаривших нам крутые МЕМЫ;14763;484;314320;363;585.0;2017-04-05T15:22:16Z
352;КИНОФАКТЫ;10 АКТЕРОВ, снимавшихся у MARVEL и DC;14416;1532;385154;561;727.0;2017-03-30T11:39:12Z
353;КИНОФАКТЫ;10 ДЕТЕЙ-АКТЕРОВ, ИЗМЕНИВШИХСЯ ДО НЕУЗНАВАЕМОСТИ!;6425;393;196016;Null;789.0;2017-03-22T16:19:15Z
354;КИНОФАКТЫ;10 ХУДШИХ ФИЛЬМОВ-СИКВЕЛОВ;11703;753;392904;578;778.0;2017-03-17T17:18:04Z
355;КИНОФАКТЫ;ТОП 10 САМЫХ КАССОВЫХ ФИЛЬМОВ МИРА;22486;855;840774;1430;535.0;2017-03-14T16:14:55Z
356;КИНОФАКТЫ;ОСКАР 2017 – ИТОГИ. Позорище и несправедливость? Геи опять победили;12127;1179;302580;862;909.0;2017-03-04T12:13:46Z
357;КИНОФАКТЫ;10 СЕРИАЛОВ, ПОДАРИВШИХ НАМ СМЕШНЫЕ МЕМЫ;17483;434;354108;396;573.0;2017-02-27T16:43:17Z
358;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ ВЕСНЫ 2017;6964;292;147818;392;466.0;2017-02-25T12:25:08Z
359;КИНОФАКТЫ;10 ФИЛЬМОВ, ПОДАРИВШИХ НАМ КРУТЫЕ МЕМЫ;46880;1534;1060548;1048;507.0;2017-02-20T14:25:54Z
360;КИНОФАКТЫ;10 ФИЛЬМОВ СИКВЕЛОВ, которые ЛУЧШЕ ОРИГИНАЛОВ;14747;913;457985;760;765.0;2017-02-09T16:38:19Z
361;КИНОФАКТЫ;10 ФИЛЬМОВ, во время съемок которых ПОГИБЛИ КАСКАДЕРЫ;23833;1701;1242859;367;762.0;2017-02-08T11:30:00Z
362;КИНОФАКТЫ;10 ЛУЧШИХ АНТИГЕРОЕВ В СОВРЕМЕННОМ КИНО;28363;1324;1128345;1267;887.0;2017-02-02T09:01:07Z
363;КИНОФАКТЫ;10 ФИЛЬМОВ С САМЫМИ ТУПЫМИ ПЕРЕВОДАМИ НАЗВАНИЙ;64186;3457;1330288;3345;676.0;2017-01-25T14:49:46Z
364;КИНОФАКТЫ;7 ПЕРСОНАЖЕЙ ФИЛЬМОВ МАРВЕЛ, КОТОРЫЕ УМРУТ;14897;1066;493156;613;423.0;2017-01-16T16:26:41Z
365;КИНОФАКТЫ;10 САМЫХ ОЖИДАЕМЫХ ФИЛЬМОВ ЗИМЫ 2017;5889;445;170677;535;605.0;2017-01-15T19:25:43Z
366;КИНОФАКТЫ;10 АКТЕРОВ, ОТКАЗАВШИХСЯ ОТ КРУТЫХ РОЛЕЙ В ФИЛЬМАХ МАРВЕЛ;34795;1818;1723359;945;623.0;2016-12-27T19:23:55Z
367;КИНОФАКТЫ;10 СПЕЦЭФФЕКТОВ, О КОТОРЫХ ВЫ ДАЖЕ НЕ ДОГАДЫВАЛИСЬ;27567;1023;1191990;325;615.0;2016-12-26T16:34:52Z
368;КИНОФАКТЫ;10 ТЕОРИЙ О ЗВЕЗДНЫХ ВОЙНАХ, которые меняют представление о киновселенной;12699;1175;528089;1188;771.0;2016-12-23T16:55:18Z
369;КИНОФАКТЫ;5 САМЫХ СКАНДАЛЬНЫХ АКТЕРОВ;4752;194;196702;158;508.0;2016-12-21T16:06:47Z
370;КИНОФАКТЫ;10 САМЫХ КРУТЫХ АНТИГЕРОЕВ В КИНО;8645;585;343232;393;762.0;2016-12-19T16:41:23Z
371;КИНОФАКТЫ;10 ЛЯПОВ В НОВОГОДНИХ ФИЛЬМАХ, которые ВЫ НЕ ЗАМЕТИЛИ!;3890;368;143110;1073;650.0;2016-12-15T15:54:26Z
372;КИНОФАКТЫ;10 АКТЕРОВ УМЕРШИХ В 2016 ГОДУ;19268;885;1410840;1256;603.0;2016-12-07T17:19:18Z
373;КИНОФАКТЫ;ТОП 10 АКТРИС, КОТОРЫЕ ПОЧЕМУ-ТО НЕ СТАРЕЮТ;21184;1800;1923383;1553;608.0;2016-12-05T18:40:03Z
374;КИНОФАКТЫ;ТОП 10 САМЫХ ГОРЯЧИХ ДЕВУШЕК МАРВЕЛ;16459;1509;1322212;644;516.0;2016-12-01T20:26:20Z
375;КИНОФАКТЫ;MARVEL или DC - какие фильмы лучше?;24734;6800;520754;4598;651.0;2016-11-30T16:56:24Z
376;КИНОФАКТЫ;ГАРРИ ПОТТЕР: 20 ПОРАЗИТЕЛЬНЫХ ФАКТОВ О СЪЕМКАХ;12952;347;440903;199;540.0;2016-11-29T17:18:07Z
377;КИНОФАКТЫ;10 АКТЕРОВ РОДСТВЕННИКОВ;23057;1496;1536818;752;666.0;2016-11-28T19:24:57Z
378;КИНОФАКТЫ;ТОП 10 АКТЕРОВ, КОТОРЫЕ ПОЧЕМУ-ТО НЕ СТАРЕЮТ;91917;2958;3248701;4981;521.0;2016-11-27T15:39:21Z
379;КИНОФАКТЫ;10 АКТЕРОВ, ОТКАЗАВШИХСЯ ОТ КУЛЬТОВЫХ РОЛЕЙ (часть 2);12087;500;376868;270;605.0;2016-11-17T16:36:12Z
380;КИНОФАКТЫ;20 УДИВИТЕЛЬНЫХ ФАКТОВ О ГАРРИ ПОТТЕРЕ;48070;2136;1690534;1374;602.0;2016-11-15T20:43:58Z
381;КИНОФАКТЫ;5 АКТРИС, РАЗДЕВШИХСЯ ДОГОЛА РАДИ РОЛИ!;17435;1208;1086271;494;465.0;2016-11-04T17:29:17Z
382;КИНОФАКТЫ;ТОП 10 СУПЕРГЕРОЙСКИХ ОРУЖИЙ;6705;439;308307;293;609.0;2016-10-30T18:15:54Z
383;КИНОФАКТЫ;ДОКТОР СТРЭНДЖ - ВСЕ, ЧТО ВЫ НЕ ЗНАЛИ О ФИЛЬМЕ!;7983;299;249057;296;604.0;2016-10-24T17:19:14Z
384;КИНОФАКТЫ;ТОП 10 СУПЕРГЕРОЕВ БЕЗ СУПЕРСИЛЫ;17200;1882;1007240;2336;741.0;2016-10-19T17:54:01Z
385;КИНОФАКТЫ;10 АКТЕРОВ РОДСТВЕННИКОВ. Династии, о которых вы не знали!;27808;1418;1896582;763;611.0;2016-10-09T17:08:15Z
386;КИНОФАКТЫ;10 КИНОПАР, КОТОРЫЕ НЕНАВИДЯТ ДРУГ ДРУГА В РЕАЛЬНОЙ ЖИЗНИ;13636;1378;1251786;372;502.0;2016-09-24T17:59:05Z
387;КИНОФАКТЫ;5 САМЫХ СКАНДАЛЬНЫХ АКТЕРОВ;9689;353;482076;349;800.0;2016-09-15T18:31:33Z
388;КИНОФАКТЫ;10 АКТЕРОВ, РАЗДЕВШИХСЯ ДОГОЛА РАДИ РОЛИ (СЕКС 18+);29859;1259;969431;686;693.0;2016-09-07T17:26:52Z
389;КИНОФАКТЫ;ДЖОКЕР: кто лучше – Хит Леджер или Джаред Лето? (Отряд самоубийц);95616;40204;1442944;9763;382.0;2016-08-10T13:41:37Z
390;КИНОФАКТЫ;10 АКТЕРОВ, КОТОРЫЕ НЕНАВИДЯТ СВОИ ПОПУЛЯРНЫЕ РОЛИ;33199;4426;2295806;1229;486.0;2016-08-06T14:35:53Z
391;КИНОФАКТЫ;10 ФИЛЬМОВ СИКВЕЛОВ, КОТОРЫЕ ЛУЧШЕ ОРИГИНАЛОВ;16934;598;599804;512;888.0;2016-06-09T18:10:43Z
392;КИНОФАКТЫ;САМЫЕ ОТВРАТИТЕЛЬНЫЕ СУПЕРГЕРОЙСКИЕ РОЛИ, которые чуть не загубили актерские карьеры;14242;4079;667890;1101;439.0;2016-08-02T15:14:50Z
393;КИНОФАКТЫ;10 АКТЕРОВ, КОТОРЫМ СТЫДНО ЗА СВОИ РОЛИ;11546;697;604160;492;494.0;2016-07-30T20:45:59Z
394;КИНОФАКТЫ;10 ЗАПРЕЩЕННЫХ ФИЛЬМОВ;12621;875;986161;642;604.0;2016-06-28T19:00:18Z
395;КИНОФАКТЫ;10 АКТЕРОВ БУХАВШИХ ВО ВРЕМЯ СЪЕМОК;13331;553;500382;234;441.0;2016-06-21T11:07:41Z
396;КИНОФАКТЫ;ВСЕ СЦЕНЫ ПОСЛЕ ТИТРОВ ИЗ ФИЛЬМОВ МАРВЕЛ;33340;1972;1266437;804;605.0;2016-06-16T12:00:07Z
397;КИНОФАКТЫ;10 АКТЕРОВ, ОТКАЗАВШИХСЯ ОТ КУЛЬТОВЫХ РОЛЕЙ;26529;688;804962;506;650.0;2016-06-12T14:10:46Z
398;КИНОФАКТЫ;10 УДИВИТЕЛЬНЫХ СЕКРЕТОВ МАРВЕЛ;43763;2343;2277462;614;482.0;2016-06-08T09:49:39Z
399;КИНОФАКТЫ;РТУТЬ ИЗ ЛЮДЕЙ ИКС. КАК СНИМАЛИСЬ ПОТРЯСАЮЩИЕ СЦЕНЫ С НИМ;49677;1483;1886684;861;304.0;2016-06-02T20:16:37Z
400;КИНОФАКТЫ;ЛЮДИ ИКС - ТУПЕЙШИЕ ПРОТИВОРЕЧИЯ ВСЕХ ФИЛЬМОВ;26959;7374;1615096;2102;777.0;2016-05-31T19:35:47Z
401;КИНОФАКТЫ;ВЫРЕЗАННЫЕ СЦЕНЫ ИЗ КРУТЫХ ФИЛЬМОВ, которые вы не видели!;19653;731;558420;362;518.0;2016-05-25T13:22:09Z
402;КИНОФАКТЫ;ХУДШИЙ АКТЕР ВЕКА и другие худшие актеры;16210;2099;580021;974;608.0;2016-05-18T17:05:52Z
403;КИНОФАКТЫ;10 АКТЕРОВ ГЕЕВ, которых вы даже не подозревали! (18+);34357;5393;2192883;2375;605.0;2016-05-14T16:39:49Z
404;КИНОФАКТЫ;10 ВЫРЕЗАННЫХ сцен из фильмов МАРВЕЛ, которые вы не видели! (Часть 2);31486;1116;1180653;313;444.0;2016-05-11T15:42:23Z
405;КИНОФАКТЫ;ХУДШИЕ АКТЕРЫ;31336;4587;1028710;1340;653.0;2016-05-07T11:24:40Z
406;КИНОФАКТЫ;5 ВЫРЕЗАННЫХ сцен из фильмов МАРВЕЛ, которых вы не видели! (Часть 1);24435;953;966347;243;382.0;2016-05-06T17:45:38Z
407;КИНОФАКТЫ;ДИСНЕЙ ПЛАГИАТ;5480;444;170253;70;211.0;2016-04-29T14:40:09Z
408;КИНОФАКТЫ;Звездные актеры с необычным прошлым;15817;874;876441;384;601.0;2016-04-04T16:35:33Z
409;КИНОФАКТЫ;10 ДУРАЦКИХ ЛЯПОВ в популярных ФИЛЬМАХ;11799;551;319881;222;489.0;2016-02-19T21:53:39Z
410;КИНОФАКТЫ;ТОП 5 копипастов в мультфильмах Дисней;3866;127;106853;158;292.0;2016-01-22T13:53:38Z
411;КИНОФАКТЫ;ЗВЕЗДНЫЕ ВОЙНЫ ТОП 10 ЛУЧШИХ БИТВ НА СВЕТОВЫХ МЕЧАХ;18832;1164;791874;1133;602.0;2015-12-17T23:16:45Z
412;КИНОФАКТЫ;30 ФАКТОВ о том, что ГОЛОДНЫЕ ИГРЫ СПЕРЛИ!;3651;210;113957;223;245.0;2015-11-28T12:20:30Z
413;КИНОФАКТЫ;ТОП 10 ФАКТОВ О ГОЛОДНЫХ ИГРАХ;2722;107;78477;83;423.0;2015-11-27T20:39:17Z
414;ЛУЧШИЕ АКТЕРСКИЕ КАРЬЕРЫ;Том Хэнкс - путь к славе;4593;42;79434;185;887.0;2015-12-12T13:17:49Z
415;ЛУЧШИЕ АКТЕРСКИЕ КАРЬЕРЫ;Дженнифер Лоуренс - путь к славе;6329;219;126748;328;411.0;2015-11-24T09:43:44Z
416;ОБЗОРЫ СЕРИАЛОВ;Ход королевы –  шахматы снова в тренде (обзор сериала);13497;605;200748;1066;1166.0;2020-12-10T20:25:41Z
417;ОБЗОРЫ СЕРИАЛОВ;ШЕРЛОК - ВСЕ, ЧТО ВЫ НЕ ЗНАЛИ О СЕРИАЛЕ (обзор);11185;4465;453990;1015;796.0;2017-01-12T16:52:58Z
418;ОБЗОРЫ СЕРИАЛОВ;ИГРА ПРЕСТОЛОВ - ВСЕ, ЧТО ВЫ НЕ ЗНАЛИ О СЕРИАЛЕ (обзор без спойлеров);21268;1179;813050;1194;953.0;2016-04-24T16:30:54Z
419;ОБЗОРЫ СЕРИАЛОВ;"""Футурама"" - обзор мультсериала";7528;221;152100;342;720.0;2015-11-15T17:16:05Z
420;ОБЗОРЫ СЕРИАЛОВ;"""Симпсоны"" - обзор мультсериала";4926;188;128519;211;517.0;2015-09-02T16:05:27Z
421;ОБЗОРЫ СЕРИАЛОВ;"""Теория большого взрыва"" - обзор сериала";8980;365;218336;561;748.0;2015-05-28T07:45:40Z
422;ПРЕМЬЕРЫ НЕДЕЛИ;Несносные леди, Антон Чехов, Взорвать Гитлера, Ловушка для привидения, Сомния;1611;75;31842;78;312.0;2016-04-27T14:56:11Z
423;ПРЕМЬЕРЫ НЕДЕЛИ;Экипаж, Элвис и Никсон, Выбор, Коммуна - Премьеры недели;1882;70;30994;82;265.0;2016-04-20T17:05:53Z
424;ПРЕМЬЕРЫ НЕДЕЛИ;Белоснежка и охотник 2, Высотка, Преступник, Робинзон Крузо, Сын Саула - Премьеры недели;3519;105;34786;125;289.0;2016-04-13T15:56:31Z
425;ПРЕМЬЕРЫ НЕДЕЛИ;Бэтмен против Супермена: На заре справедливости, Лайф, Норм и несокрушимые, Помнить;2446;222;63768;201;428.0;2016-03-23T15:10:55Z
426;ПРЕМЬЕРЫ НЕДЕЛИ;Падение Лондона, Джейн берет ружье, Чужая страна, Запрос в друзья, Незваные гости;1719;83;33849;116;299.0;2016-03-15T16:43:28Z
427;ПРЕМЬЕРЫ НЕДЕЛИ;Дивергент 3, Братья из Гримсби, Кэрол, Вирус, Сахар (+интерактив);2346;59;30985;133;343.0;2016-03-09T18:58:14Z
428;ПРЕМЬЕРЫ НЕДЕЛИ;Зверополис, Да здравствует Цезарь, Три девятки, Ошибка времени, Песнь заката;1919;39;33318;77;348.0;2016-03-02T21:09:54Z
429;ПРЕМЬЕРЫ НЕДЕЛИ;Боги Египта, Мистер Холмс, Лунная афера, Пернатая банда, Нина навсегда;2981;48;28182;195;316.0;2016-02-24T15:02:42Z
430;ПРЕМЬЕРЫ НЕДЕЛИ;Трамбо, Образцовый самец 2, Гордость и предубеждение и зомби, Мой король;1456;103;24936;75;279.0;2016-02-17T18:48:04Z
431;ПРЕМЬЕРЫ НЕДЕЛИ;Дэдпул, В центре внимания, В активном поиске, Лазурный берег, Новые приключения Аладдина;2040;189;49459;120;330.0;2016-02-10T10:02:22Z
432;ПРЕМЬЕРЫ НЕДЕЛИ;И грянул шторм, Затмение, 50 оттенков черного, Бруклин, Римские свидания, Антиганг;1550;25;29329;77;351.0;2016-02-03T09:15:11Z
433;ПРЕМЬЕРЫ НЕДЕЛИ;Джой, Игра на понижение, 5 волна, Дедушка легкого поведения, Последний обряд;1121;34;30994;69;369.0;2016-01-20T16:03:54Z
434;ПРЕМЬЕРЫ НЕДЕЛИ;Крид Наследие Рокки, Сестры, Элвин и бурундуки 4, Лес призраков, Телохранитель;1462;90;30505;129;318.0;2016-01-16T17:33:40Z
435;ПРЕМЬЕРЫ НЕДЕЛИ;Маленький принц, На гребне волны, Снупи, Самый лучший день, Рождественская ночь в Барселоне;1293;35;27490;96;301.0;2015-12-25T20:46:38Z
436;ПРЕМЬЕРЫ НЕДЕЛИ;Костяной томагавк, Любите Куперов, Снежная битва, Убей своих друзей - премьеры с 10.12;950;31;19074;73;281.0;2015-12-11T15:34:56Z
437;ПРЕМЬЕРЫ НЕДЕЛИ;В сердце моря, Шпионский мост, Ужастики, Супернянь 2, Дипан, Ма Ма, 45 лет - Премьеры с 03.12;1124;46;21205;70;404.0;2015-12-03T19:16:17Z
438;ПРЕМЬЕРЫ НЕДЕЛИ;Виктор Франкенштейн, Хороший динозавр, Макбет, Убийца, Визит, Все включено 2 - премьеры с 26.11;1452;31;24047;66;288.0;2015-11-26T15:23:08Z
439;ПРЕМЬЕРЫ НЕДЕЛИ;Голодные игры: Сойка-пересмешница Часть 2, Жертвуя пешкой, Все могу, Тайна в их глазах - премьеры;1258;37;24996;66;289.0;2015-11-19T10:55:10Z
440;ПРЕМЬЕРЫ НЕДЕЛИ;Кто там, Голос улиц, Шеф Адам Джонс, Скорость Автобус 657, Рок на Востоке - Премьеры с 12.11;747;14;13242;35;423.0;2015-11-11T22:40:27Z
441;ПРЕМЬЕРЫ НЕДЕЛИ;Монстры на каникулах 2, Молодость, Без границ, Паранормальное явление 5 - Премьеры с 22.10;2071;35;22210;130;318.0;2015-10-21T20:52:05Z
442;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 15.10 - Прогулка, Багровый пик, Крутые яйца, Мустанг;679;14;12946;21;227.0;2015-10-13T20:21:25Z
443;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 08.10 - Марсианин, Пэн Путешествие в Нетландию, Волчье логово;1727;28;14427;152;244.0;2015-10-07T23:18:07Z
444;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 01.10 - Легенда, Выхода нет, Атака титанов 2, Половое воспитание;712;76;14631;103;294.0;2015-09-30T09:06:05Z
445;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 24.09 - Эверест, Стажер, Эшби, Врата тьмы, Моя мама, Декамерон;783;15;14085;49;372.0;2015-09-23T22:29:54Z
446;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 17.09 - Бегущий в лабиринте Испытание огнем, Кутис, Сюрприз, Двойная игра, Такси;641;18;14326;22;360.0;2015-09-16T23:39:55Z
447;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 10.09 - Перевозчик наследие, Страшные сказки, Рики и Флэш, Девушка без комплексов;593;28;12044;49;336.0;2015-09-08T22:49:04Z
448;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 03.09 - Хитмэн Агент 47, 128 ударов сердца в минуту, Беглец, Инфекция;677;22;9922;70;247.0;2015-09-02T13:48:46Z
449;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 27.08 - Ультраамериканцы, Песнь моря, Каникулы, Необыкновенное приключение Серафимы;509;27;8863;48;238.0;2015-08-26T22:18:18Z
450;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 20.08 - Фантастическая четверка, Синистер 2, Упс Ной уплыл, Молодая кровь;617;17;13118;18;200.0;2015-08-19T19:58:29Z
451;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 13.08 - Агенты АНКЛ, Иррациональный человек, Гордость, Кто я, Подарок;416;15;7801;36;278.0;2015-08-12T17:11:44Z
452;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 06.08 - Миссия невыполнима 5, Стрингер, Кандидат, Спасатели;393;7;6310;27;215.0;2015-08-04T22:51:20Z
453;ПРЕМЬЕРЫ НЕДЕЛИ;Премьеры недели 30.07 - Левша, Вне себя, Антураж, Любовь вразнос;970;12;8953;97;370.0;2015-07-28T19:09:54Z
454;ЭКСКЛЮЗИВ =));ШОКИРУЮЩИЕ откровения ДиКаприо об Оскаре 2014;877;168;24689;81;110.0;2014-03-09T21:03:43Z
455;Обзоры на КОМЕДИИ =));"Обзор фильма ""Мачо и ботан 2""";2445;164;85018;128;274.0;2014-07-08T04:22:53Z
456;Обзоры на КОМЕДИИ =));"Обзор фильма ""Скорый Москва-Россия""";3222;273;89323;267;283.0;2014-05-29T05:05:46Z
457;Обзоры на КОМЕДИИ =));"Обзор фильма ""50 первых поцелуев""";470;13;16957;27;131.0;2014-02-11T16:48:32Z
458;Обзоры на КОМЕДИИ =));"Обзор фильма ""Лжец, Лжец""";877;18;22916;37;156.0;2014-02-11T09:31:56Z
459;Обзоры на КОМЕДИИ =));"Обзор фильма ""Клик: С пультом по жизни""";718;41;22659;30;111.0;2014-02-03T18:32:32Z
460;Обзоры на КОМЕДИИ =));"Обзор фильма ""Нечего терять""";471;20;15893;25;112.0;2014-02-03T16:19:03Z
461;Обзоры на КОМЕДИИ =));"Обзор фильма ""Забойный реванш""";468;22;16034;16;143.0;2014-01-19T16:25:10Z
462;Обзоры на КОМЕДИИ =));"Обзор фильма ""Несносный дед""";572;150;29607;36;128.0;2014-01-25T21:25:32Z
463;Обзоры фильмов минувших;"Обзор фильма ""Скалолаз""";859;29;30339;60;291.0;2014-04-16T13:51:29Z
464;Обзоры фильмов минувших;"Обзор фильма ""Жизнь Пи""";1106;68;37479;71;169.0;2014-02-09T16:53:39Z
465;Обзоры фильмов минувших;"Обзор фильма ""Робокоп"" (1987)";812;43;26243;35;225.0;2014-02-05T23:53:23Z
466;Обзоры фильмов минувших;"Обзор фильма ""Темный рыцарь""";5457;353;159866;374;266.0;2014-02-01T21:31:06Z
467;Обзоры фильмов минувших;"Обзор фильма ""Король говорит""";434;118;20845;38;165.0;2014-01-27T00:38:32Z
468;Обзоры фильмов минувших;"Обзор фильма ""Гонка""";618;27;16984;41;129.0;2014-01-21T22:25:43Z
469;Обзоры фильмов минувших;"Обзор фильма ""Звездные войны: Эпизод 6 - Возвращение Джедая""";782;32;30467;45;273.0;2014-01-20T20:30:05Z
470;Обзоры фильмов минувших;"Обзор фильма ""Звездные войны: Эпизод 5 - Империя наносит ответный удар""";745;25;24235;27;264.0;2014-01-12T22:31:30Z
471;Обзоры фильмов минувших;"Обзор фильма ""Звездные войны: Эпизод 4 - Новая надежда""";964;35;26698;30;309.0;2014-01-08T01:19:22Z
472;Обзоры фильмов минувших;"""ТОП 10 Новогодних фильмов""";3120;467;340061;204;691.0;2013-12-30T20:32:09Z
473;Обзоры фильмов минувших;"Обзор фильма ""Роковое влечение""";266;22;7269;9;111.0;2013-12-23T12:32:25Z
474;Обзоры фильмов минувших;"Обзор фильма ""Хищник""";795;49;20898;26;106.0;2013-12-22T19:49:19Z
475;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Раи?я и последнии? дракон - азиатский фастфуд от Диснея;9352;617;164254;1028;710.0;2021-03-06T20:18:08Z
476;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Том и Джерри 2021 - обзор семейной комедии;13881;557;205790;1114;687.0;2021-02-28T19:05:21Z
477;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Родные - корм для свиней (обзор российской комедии);16751;859;222271;2034;1064.0;2021-02-22T17:56:52Z
478;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Душа - шедевр от Пиксар (обзор мультфильма);15626;366;165275;982;661.0;2021-02-13T18:09:20Z
479;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Последний богатырь: Корень зла - вырождение русской киносказки (обзор фильма);20366;2359;319299;2650;1000.0;2021-01-29T17:55:44Z
480;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Чудо-женщина 1984 -  Галя все еще чудо, а фильм нет (обзор);15724;806;250291;1671;815.0;2021-01-10T19:10:45Z
481;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Афера по-голливудски - как подрабатывает Де Ниро (обзор комедии);8805;231;129490;427;684.0;2020-11-28T18:27:23Z
482;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Непосредственно Каха - лучшая комедия года (обзор);51869;3349;662793;4938;1419.0;2020-11-24T15:56:08Z
483;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Глубже - российская сатира шепотом (обзор комедии);13163;983;191253;901;926.0;2020-11-09T17:39:52Z
484;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Ведьмы - от режиссера Назад в будущее (обзор семейного фильма);13722;606;238429;1059;783.0;2020-11-02T09:47:27Z
485;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Борат 2 – боль моя дырка задница (обзор комедии);15597;1648;307238;1133;1409.0;2020-10-31T15:32:29Z
486;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Стрельцов - приторная российская пропаганда (обзор фильма);24654;1896;288791;2945;1194.0;2020-10-02T18:22:08Z
487;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Мулан – худший ремейк в истории Диснея (обзор фильма);19309;662;242952;1340;994.0;2020-09-26T12:46:08Z
488;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Новые мутанты - стоит ли смотреть? (обзор фильма);12837;627;189920;681;577.0;2020-09-08T14:24:52Z
489;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Довод - шедевральное высокохудожественное новаторское режиссерское дрочево от Кристофера Нолана;19539;3525;382808;2258;1051.0;2020-08-31T16:26:00Z
490;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Адам Сэндлер, Эдди Мерфи и Джим Керри снова зажигают (обзор новых фильмов);12657;498;217515;643;1388.0;2020-06-02T15:55:43Z
491;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Бладшот - Вин Дизель гоняет на Вина Дизеля (обзор фильма);24637;1489;373272;1909;686.0;2020-03-18T15:52:41Z
492;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Вперед - душераздирающий шедевр от Пиксар. Скрытый смысл мультфильма (обзор);16731;368;194017;1040;864.0;2020-03-13T18:28:44Z
493;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Пушки Акимбо - позорище с Дэниэлом Рэдклиффом (обзор фильма);14955;5390;297949;1980;734.0;2020-03-03T19:26:01Z
494;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Джентльмены - лучший фильм Гая Ричи за 10 лет. (обзор фильма);36726;1862;846224;2446;799.0;2020-02-21T16:04:48Z
495;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Харли Квин: Хищные птицы - немыслимо убогое дискредитирующее феминизм кино (обзор фильма);32209;3406;469785;3847;889.0;2020-02-17T18:44:09Z
496;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Фильм 1917 - 10 номинаций на Оскар 2020 (обзор);16583;813;279821;1746;900.0;2020-02-01T19:51:13Z
497;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Плохие парни навсегда - крутая комедия? (обзор фильма);12415;1455;218177;1040;700.0;2020-01-26T18:38:33Z
498;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Вторжение - фантастическое обыдление, пропаганда и жопогорение (обзор фильма);35060;4002;400864;5330;779.0;2020-01-20T17:41:10Z
499;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Холоп - бездарная комедия (обзор фильма);25784;5197;516122;3405;699.0;2020-01-18T17:23:28Z
500;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Звездные войны 9: Скайуокер. Восход - смешной трэш и позорный конец саги (обзор фильма);29446;3673;523381;5415;1614.0;2019-12-20T11:20:30Z
501;ОБЗОРЫ ПРЕМЬЕР ФИЛЬМОВ;Джуманджи 2: Новый уровень - хорошая комедия? (обзор фильма);12617;638;211292;650;737.0;2019-12-15T16:01:36Z
